corp_code,corp_name,stock_code,stage,stage_reason,risk_score,status,status_code,end_date,capital_total,capital_impaired,부채비율,유동비율,이자보상배율,fs_missing,induty_code,is_b2b_industry,final_distress_label,NO,기업명,기업코드,ESG등급,환경,사회,지배구조,평가년도,ESG 등급조정,환경 등급조정,사회 등급조정,지배구조 등급조정,ESG등급_ord,환경_ord,사회_ord,지배구조_ord,distress,log_capital,sector,drctr_co,otcmp_drctr_co,outside_ratio
664181,인텔리안테크,189300,0,정상,0.0,계속사업자,1.0,,260456548698.0,False,,196.3429916994645,,False,26429,False,False,342,인텔리안테크,189300,C,C,B,D,2025,,,,,2,2,3,1,0,26.285701884603426,제조업,4.0,1.0,0.25
763473,코스메카코리아,241710,1,유동비율<100%;,25.0,계속사업자,1.0,,226561525262.0,False,91.27348716639486,80.41592446769785,,False,20423,False,False,240,코스메카코리아,241710,C,C,C,C,2025,,,,,2,2,2,2,1,26.146282379694288,제조업,5.0,3.0,0.6
166272,화승코퍼레이션,13520,1,유동비율<100%;,25.0,계속사업자,1.0,,306954124987.0,False,82.86089602078874,80.99358191951573,,False,303,False,False,22,화승코퍼레이션,13520,C,B+,A,C,2025,,,,,2,4,5,2,1,26.44996414335806,제조업,7.0,3.0,0.4285714285714285
143794,원림,5820,0,정상,0.0,계속사업자,1.0,,96963667457.0,False,13.366961183422433,364.48507918319126,,False,13225,False,False,403,원림,5820,D,D,D,D,2025,,,,,1,1,1,1,0,25.297602182984846,제조업,3.0,1.0,0.3333333333333333
118965,티에이치엔,19180,0,정상,0.0,계속사업자,1.0,,221041128667.0,False,143.14132664770304,120.7229601750662,,False,289,False,False,197,티에이치엔,19180,D,C,C,D,2025,,,,,1,2,2,1,0,26.12161462371484,제조업,4.0,1.0,0.25
260879,카페24,42000,0,정상,0.0,계속사업자,1.0,,265990112212.0,False,50.39715701768569,194.5615739288184,,False,63112,False,False,271,카페24,42000,C,D,C,B,2025,,,,,2,1,2,3,0,26.306724972901872,정보통신,7.0,2.0,0.2857142857142857
132354,쿠쿠홀딩스,192400,0,정상,0.0,계속사업자,1.0,,612246017074.0,False,22.504654665372296,4864.512401311307,,False,649,False,False,226,쿠쿠홀딩스,192400,C,D,C,C,2025,,,,,2,1,2,2,0,27.14040002736594,금융보험,5.0,3.0,0.6
159254,한국전자홀딩스,6200,0,정상,0.0,계속사업자,1.0,,149174836223.0,False,2.3101906556466902,,,False,64992,False,False,129,한국전자홀딩스,6200,D,C,D,D,2025,,,,,1,2,1,1,0,25.72838485246892,금융보험,3.0,1.0,0.3333333333333333
168401,금비,8870,1,유동비율<100%;,25.0,계속사업자,1.0,,80216973463.0,False,86.69861610034252,68.75160555786952,,False,23192,False,False,869,금비,8870,D,C,D,D,2025,,,,,1,2,1,1,1,25.108000968615993,제조업,3.0,1.0,0.3333333333333333
1407909,원텍,336570,0,정상,0.0,계속사업자,1.0,,161947557578.0,False,33.65298092238944,332.1613625546328,,False,271,False,False,395,원텍,336570,D,D,D,D,2025,,,,,1,1,1,1,0,25.81053840111628,제조업,6.0,2.0,0.3333333333333333
1532603,화승알앤에이,378850,1,유동비율<100%;,25.0,계속사업자,1.0,,166895100708.0,False,178.50843084797594,80.86841899308585,,False,30399,False,False,25,화승알앤에이,378850,B+,B+,A,B,2025,,,,,4,4,5,3,1,25.84063131252786,제조업,6.0,3.0,0.5
111458,대영포장,14160,0,정상,0.0,계속사업자,1.0,,192296367683.0,False,35.88399291855177,141.75847795836137,,False,1721,False,False,807,대영포장,14160,D,D,D,D,2025,,,,,1,1,1,1,0,25.982303600558797,제조업,5.0,2.0,0.4
218575,황금에스티,32560,0,정상,0.0,계속사업자,1.0,,263100055113.0,False,20.52672866822654,319.0854695133955,,False,24290,False,False,15,황금에스티,32560,C,D,D,B,2025,,,,,2,1,1,3,0,26.29580023446812,제조업,7.0,3.0,0.4285714285714285
134316,세원정공,21820,0,정상,0.0,계속사업자,1.0,,389324625534.0,False,9.042615671102858,1553.069389257346,,False,303,False,False,565,세원정공,21820,D,C,C,D,2025,,,,,1,2,2,1,0,26.687679345493407,제조업,6.0,3.0,0.5
103042,케이씨티시,9070,1,유동비율<100%;,25.0,계속사업자,1.0,,248904486515.0,False,158.46247122557617,67.17603899446834,,False,49301,False,False,255,케이씨티시,9070,D,C,D,D,2025,,,,,1,2,1,1,1,26.240335071529138,기타,6.0,2.0,0.3333333333333333
1267684,쿠쿠홈시스,284740,0,정상,0.0,계속사업자,1.0,,900766336452.0,False,16.508266169527747,356.1998628698586,,False,762,False,False,225,쿠쿠홈시스,284740,C,D,C,C,2025,,,,,2,1,2,2,0,27.52651172290973,기타,5.0,3.0,0.6
122348,방림,3610,0,정상,0.0,계속사업자,1.0,,180203817685.0,False,15.543425003881875,477.2769806126599,,False,132,False,False,667,방림,3610,D,C,D,D,2025,,,,,1,2,1,1,0,25.917354367717543,제조업,4.0,1.0,0.25
147222,전방,950,0,정상,0.0,계속사업자,1.0,,227574213316.0,False,4.616125560505857,3864.583420969945,,False,13101,False,False,324,전방,950,D,C,D,D,2025,,,,,1,2,1,1,0,26.15074223451975,제조업,4.0,1.0,0.25
145464,이구산업,25820,0,정상,0.0,계속사업자,1.0,,145642344047.0,False,158.8310247432913,125.23479901972888,,False,24221,False,False,368,이구산업,25820,C,C,D,C,2025,,,,,2,2,1,2,0,25.704419754926377,제조업,7.0,3.0,0.4285714285714285
109161,태경케미컬,6890,0,정상,0.0,계속사업자,1.0,,165040053608.0,False,30.768408487440364,460.5211462463836,,False,20121,False,False,213,태경케미컬,6890,D,D,D,D,2025,,,,,1,1,1,1,0,25.829454030527582,제조업,3.0,1.0,0.3333333333333333
101628,경방,50,1,유동비율<100%;,25.0,계속사업자,1.0,,829121410431.0,False,42.3422734627616,58.19932706569652,,False,47119,False,False,896,경방,50,C,C,D,C,2025,,,,,2,2,1,2,1,27.44363243543676,도소매,4.0,1.0,0.25
823429,한국화장품,123690,0,정상,0.0,계속사업자,1.0,,44882196537.0,False,22.46070473999538,143.82656701514316,,False,46443,True,False,113,한국화장품,123690,D,D,C,D,2025,,,,,1,1,2,1,0,24.527307039409735,도소매,3.0,1.0,0.3333333333333333
174004,유성기업,2920,0,정상,0.0,계속사업자,1.0,,126455532022.0,False,99.31196474437462,155.14381195098812,,False,303,False,False,382,유성기업,2920,C,C,C,C,2025,,,,,2,2,2,2,0,25.56315655779662,제조업,6.0,3.0,0.5
123107,보락,2760,0,정상,0.0,계속사업자,1.0,,48730562769.0,False,21.569183715002048,350.73749965284435,,False,2049,False,False,663,보락,2760,D,D,D,D,2025,,,,,1,1,1,1,0,24.60957224245256,제조업,3.0,1.0,0.3333333333333333
220561,광주신세계,37710,1,유동비율<100%;,25.0,계속사업자,1.0,,865233394114.0,False,45.95185377017648,40.18195602384665,,False,47111,False,False,882,광주신세계,37710,A,A,A+,A,2025,,,,,5,5,6,5,1,27.48626512726845,도소매,6.0,3.0,0.5
165343,혜인,3010,0,정상,0.0,계속사업자,1.0,,127629006006.0,False,96.39919149195288,148.8830479320592,,False,465,True,False,28,혜인,3010,D,D,D,D,2025,,,,,1,1,1,1,0,25.57239350182011,도소매,4.0,1.0,0.25
258689,JYP Ent.,35900,0,정상,0.0,계속사업자,1.0,,583926750069.0,False,28.096132608176227,238.4779913210759,,False,59201,False,False,1016,JYP Ent.,35900,B+,A,A+,B,2025,,,,,4,5,6,3,0,27.093041383943852,정보통신,8.0,4.0,0.5
101220,KG케미칼,1390,1,유동비율<100%;,25.0,계속사업자,1.0,,240100406057.0,False,54.71908884519342,89.08047789674724,,False,201,False,False,1004,KG케미칼,1390,C,B+,B+,D,2025,,,,,2,4,4,1,1,26.20432303137169,제조업,4.0,1.0,0.25
152686,코리아써키트,7810,0,정상,0.0,계속사업자,1.0,,384880870574.0,False,120.23744943203778,153.8388308998026,,False,2622,False,False,246,코리아써키트,7810,C,B,B+,D,2025,,,,,2,3,4,1,0,26.67619969627124,제조업,3.0,1.0,0.3333333333333333
162993,한일홀딩스,3300,0,정상,0.0,계속사업자,1.0,,833672139735.0,False,8.631528395788008,234.9780535316465,,False,23311,False,False,80,한일홀딩스,3300,B+,A,A+,B,2025,,,,,4,5,6,3,0,27.449106044190348,제조업,3.0,1.0,0.3333333333333333
332927,제이에스코퍼레이션,194370,1,유동비율<100%;,25.0,계속사업자,1.0,,353931486637.0,False,85.73478231288793,62.11488922217306,,False,15121,False,False,319,제이에스코퍼레이션,194370,D,D,D,C,2025,,,,,1,1,1,2,1,26.592369190775347,제조업,5.0,3.0,0.6
398792,SNT모티브,64960,0,정상,0.0,계속사업자,1.0,,1014510835725.0,False,25.004107021264115,369.5006706608911,,False,303,False,False,924,SNT모티브,64960,D,C,C,D,2025,,,,,1,2,2,1,0,27.645427677007877,제조업,4.0,1.0,0.25
148920,조광페인트,4910,1,유동비율<100%;,25.0,계속사업자,1.0,,219083100642.0,False,87.95066431064593,80.41438851828939,,False,20411,False,False,308,조광페인트,4910,B+,A,A,B,2025,,,,,4,5,5,3,1,26.112716949774377,제조업,4.0,1.0,0.25
1170865,네오셈,253590,0,정상,0.0,계속사업자,1.0,,109617625886.0,False,32.014255198790984,580.878813818388,,False,292,False,False,849,네오셈,253590,D,D,D,D,2025,,,,,1,1,1,1,0,25.420264018657893,제조업,3.0,1.0,0.3333333333333333
136864,신원,9270,0,정상,0.0,계속사업자,1.0,,232547507369.0,False,181.3203589926801,110.29695934648724,,False,14112,False,False,532,신원,9270,B,B+,A+,C,2025,,,,,3,4,6,2,0,26.172360373870617,제조업,7.0,2.0,0.2857142857142857
137809,SHD,1770,0,정상,0.0,계속사업자,1.0,,55403591030.0,False,45.46632442716593,216.7750318099337,,False,24199,False,False,946,SHD,1770,D,D,D,C,2025,,,,,1,1,1,2,0,24.73791024863502,제조업,4.0,2.0,0.5
220686,에스피지,58610,0,정상,0.0,계속사업자,1.0,,154019924758.0,False,82.00309303971385,121.65651560294062,,False,28111,False,False,466,에스피지,58610,D,D,D,D,2025,,,,,1,1,1,1,0,25.760347812536423,제조업,3.0,1.0,0.3333333333333333
857727,하림,136480,1,유동비율<100%;,25.0,계속사업자,1.0,,309592421000.0,False,168.48400303701231,68.62988171402978,,False,1012,False,False,149,하림,136480,A,A,A+,A,2025,,,,,5,5,6,5,1,26.458522498388184,제조업,5.0,3.0,0.6
146269,일신방직,3200,0,정상,0.0,계속사업자,1.0,,604582416252.0,False,9.377182458672351,507.0070218197112,,False,13101,False,False,336,일신방직,3200,D,C,C,D,2025,,,,,1,2,2,1,0,27.12780383559395,제조업,4.0,1.0,0.25
130091,샘표,7540,0,정상,0.0,계속사업자,1.0,,215368155466.0,False,2.944117547592128,9040.638029388048,,False,64992,False,False,595,샘표,7540,C,B,B+,D,2025,,,,,2,3,4,1,0,26.095614751677218,금융보험,3.0,1.0,0.3333333333333333
138729,아세아제지,2310,0,정상,0.0,계속사업자,1.0,,739012193195.0,False,9.211073705794515,358.28254571773743,,False,172,False,False,503,아세아제지,2310,B+,B+,A,B,2025,,,,,4,4,5,3,0,27.328580257345777,제조업,5.0,2.0,0.4
369170,인터플렉스,51370,0,정상,0.0,계속사업자,1.0,,310262477615.0,False,21.43955960235137,272.1418471260883,,False,2622,False,False,343,인터플렉스,51370,C,B,B,C,2025,,,,,2,3,3,2,0,26.460684478159557,제조업,4.0,1.0,0.25
153126,크라운해태홀딩스,5740,1,유동비율<100%;,25.0,계속사업자,1.0,,303399726023.0,False,17.362588490935753,5.325818528169105,,False,64992,False,False,221,크라운해태홀딩스,5740,B,B,B+,B,2025,,,,,3,3,4,3,1,26.438317000838023,금융보험,4.0,1.0,0.25
223434,에프에스티,36810,0,정상,0.0,계속사업자,1.0,,218456789690.0,False,97.83349410209856,107.13378832169948,,False,2629,False,False,449,에프에스티,36810,C,C,B,D,2025,,,,,2,2,3,1,0,26.10985407306936,제조업,5.0,2.0,0.4
325112,프로텍,53610,0,정상,0.0,계속사업자,1.0,,322705176406.0,False,10.063575641607274,685.6508744478493,,False,29271,False,False,166,프로텍,53610,D,C,C,D,2025,,,,,1,2,2,1,0,26.500004976799133,제조업,5.0,2.0,0.4
860332,메리츠금융지주,138040,0,정상,0.0,계속사업자,1.0,,3449719254654.0,False,53.95688042367062,,,False,64992,False,False,703,메리츠금융지주,138040,A,B+,A,A,2025,,,,,5,4,5,5,0,28.869313968198046,금융보험,6.0,4.0,0.6666666666666666
138297,STX,11810,2,완전자본잠식(자본총계<0),60.0,계속사업자,1.0,,-142092000000.0,True,-284.257382540889,33.11172040780111,,False,46800,True,False,919,STX,11810,D,D,C,D,2025,,,,,1,1,2,1,1,0.0,도소매,4.0,2.0,0.5
105952,LS,6260,1,유동비율<100%;,25.0,계속사업자,1.0,,4936605000000.0,False,20.55266726829471,13.667029224031827,,False,64992,False,False,980,LS,6260,B+,A,A+,B,2025,,,,,4,5,6,3,1,29.22769896390237,금융보험,7.0,4.0,0.5714285714285714
897752,천보,278280,1,유동비율<100%;,25.0,계속사업자,1.0,,426472893385.0,False,42.67377519975366,27.162686827864817,,False,201,False,False,280,천보,278280,D,C,D,D,2025,,,,,1,2,1,1,1,26.77881464590293,제조업,6.0,3.0,0.5
160621,한국화장품제조,3350,0,정상,0.0,계속사업자,1.0,,104685922324.0,False,89.84156432028495,454.6867713813646,,False,20423,False,False,112,한국화장품제조,3350,D,C,C,D,2025,,,,,1,2,2,1,0,25.37423048851433,제조업,3.0,1.0,0.3333333333333333
539274,대상홀딩스,84690,1,유동비율<100%;,25.0,계속사업자,1.0,,399873089952.0,False,34.43133460331803,62.802320413552046,,False,64992,False,False,814,대상홀딩스,84690,B,A,A+,C,2025,,,,,3,5,6,2,1,26.714413058591994,금융보험,8.0,2.0,0.25
405320,웹젠,69080,0,정상,0.0,계속사업자,1.0,,709804199101.0,False,12.509515286111371,426.0598634641643,,False,5821,False,False,393,웹젠,69080,C,D,D,B,2025,,,,,2,1,1,3,0,27.288254993034517,정보통신,7.0,2.0,0.2857142857142857
203023,시노펙스,25320,0,정상,0.0,계속사업자,1.0,,167218032204.0,False,,156.58560842724853,,False,2629,False,False,548,시노펙스,25320,C,C,C,C,2025,,,,,2,2,2,2,0,25.842564379891872,제조업,3.0,1.0,0.3333333333333333
108977,대구백화점,6370,1,유동비율<100%;,25.0,계속사업자,1.0,,194204662746.0,False,92.6599627905723,16.049625627572205,,False,47111,False,False,822,대구백화점,6370,D,D,C,D,2025,,,,,1,1,2,1,1,25.992178402536,도소매,3.0,3.0,1.0
148522,퍼스텍,10820,1,부채비율≥200%;유동비율<100%;,25.0,계속사업자,1.0,,82465023596.0,False,388.7652489698076,84.37110477731534,,False,252,False,False,183,퍼스텍,10820,D,C,C,D,2025,,,,,1,2,2,1,1,25.135640083979997,제조업,4.0,1.0,0.25
134963,송원산업,4430,0,정상,0.0,계속사업자,1.0,,659652000000.0,False,48.48541352106868,168.38412808237268,,False,20499,False,False,554,송원산업,4430,C,B+,A,D,2025,,,,,2,4,5,1,0,27.214978260182463,제조업,4.0,1.0,0.25
148948,조비,1550,0,정상,0.0,계속사업자,1.0,,54695146900.0,False,125.35452725879782,127.16696571952524,,False,20312,False,False,306,조비,1550,D,D,C,D,2025,,,,,1,1,2,1,0,24.72504082031765,제조업,4.0,1.0,0.25
124151,부산주공,5030,1,부채비율≥200%;유동비율<100%;,25.0,계속사업자,1.0,,19306006163.0,False,1034.5318379353716,68.04645913175578,,False,30310,False,False,654,부산주공,5030,D,C,C,D,2025,,,,,1,2,2,1,1,23.683682084599965,제조업,4.0,3.0,0.75
157070,한국단자공업,25540,0,정상,0.0,계속사업자,1.0,,950753122000.0,False,33.08740888888714,281.6889357080969,,False,2812,False,False,139,한국단자공업,25540,B,B+,A,C,2025,,,,,3,4,5,2,0,27.580520267472764,제조업,3.0,1.0,0.3333333333333333
153755,태양금속공업,4100,1,유동비율<100%;,25.0,계속사업자,1.0,,169297085445.0,False,195.85578431987872,85.49441736378617,,False,303,False,False,210,태양금속공업,4100,D,C,C,D,2025,,,,,1,2,2,1,1,25.854920910609493,제조업,5.0,3.0,0.6
132804,성신양회,4980,1,유동비율<100%;,25.0,계속사업자,1.0,,586999785205.0,False,102.6044243085474,73.87327653155167,,False,23311,False,False,579,성신양회,4980,B+,B+,A,B,2025,,,,,4,4,5,3,1,27.098290290854507,제조업,5.0,3.0,0.6
143262,우진아이엔에스,10400,0,정상,0.0,계속사업자,1.0,,80754726231.0,False,31.587751935449937,265.99639394673306,,False,422,False,False,407,우진아이엔에스,10400,C,C,C,C,2025,,,,,2,2,2,2,0,25.11468232651288,건설업,4.0,2.0,0.5
114093,덕성,4830,0,정상,0.0,계속사업자,1.0,,96486847943.0,False,53.44837089555,182.15574583469743,,False,22214,False,False,780,덕성,4830,D,C,C,D,2025,,,,,1,2,2,1,0,25.29267254525681,제조업,6.0,3.0,0.5
1364747,가온칩스,399720,0,정상,0.0,계속사업자,1.0,,55047253193.0,False,185.9583518220253,116.38476198510124,,False,26112,False,False,906,가온칩스,399720,D,D,D,C,2025,,,,,1,1,1,2,0,24.731457802285302,제조업,4.0,1.0,0.25
990165,아세아시멘트,183190,1,유동비율<100%;,25.0,계속사업자,1.0,,894005975000.0,False,35.02196369548872,98.52252219213383,,False,23311,False,False,504,아세아시멘트,183190,B+,A,B+,B,2025,,,,,4,5,4,3,1,27.51897829554278,제조업,8.0,2.0,0.25
327819,선익시스템,171090,0,정상,0.0,계속사업자,1.0,,142338701437.0,False,155.75604052220913,137.32839038200672,,False,292,False,False,582,선익시스템,171090,D,D,D,D,2025,,,,,1,1,1,1,0,25.681475275809785,제조업,4.0,1.0,0.25
126371,삼성전기,9150,0,정상,0.0,계속사업자,1.0,,6300553511178.0,False,,,,False,2622,False,False,630,삼성전기,9150,A,A,A+,B+,2025,,,,,5,5,6,4,0,29.47165860438381,제조업,7.0,4.0,0.5714285714285714
593032,LF,93050,0,정상,0.0,계속사업자,1.0,,1680364191592.0,False,15.176688377677646,280.38502835099894,,False,14111,False,False,991,LF,93050,B+,B+,B+,B+,2025,,,,,4,4,4,4,0,28.1500316665597,제조업,7.0,3.0,0.4285714285714285
133511,SG세계물산,4060,0,정상,0.0,계속사업자,1.0,,263171828130.0,False,10.958542652123803,250.30216539786863,,False,46800,True,False,947,SG세계물산,4060,D,D,C,D,2025,,,,,1,1,2,1,0,26.296072994688572,도소매,3.0,1.0,0.3333333333333333
414601,유니퀘스트,77500,0,정상,0.0,계속사업자,1.0,,249886858374.0,False,107.93877712140788,172.8865564074413,,False,4659,True,False,383,유니퀘스트,77500,D,D,D,D,2025,,,,,1,1,1,1,0,26.24427408586553,도소매,7.0,3.0,0.4285714285714285
416654,유엔젤,72130,0,정상,0.0,계속사업자,1.0,,62210888825.0,False,23.4785322262272,243.38865046908137,,False,631,False,False,379,유엔젤,72130,D,D,D,D,2025,,,,,1,1,1,1,0,24.853795882865246,정보통신,6.0,2.0,0.3333333333333333
102140,경인전자,9140,0,정상,0.0,계속사업자,1.0,,63973200394.0,False,7.050212734742302,1679.1930116660776,,False,2629,False,False,893,경인전자,9140,D,D,D,D,2025,,,,,1,1,1,1,0,24.881730088764648,제조업,3.0,1.0,0.3333333333333333
587457,갤럭시아머니트리,94480,1,부채비율≥200%;,25.0,계속사업자,1.0,,129186199804.0,False,214.0603026682093,128.85435669577993,,False,58221,False,False,903,갤럭시아머니트리,94480,C,D,C,C,2025,,,,,2,1,2,2,1,25.584520609927495,정보통신,4.0,1.0,0.25
143527,경동인베스트,12320,0,정상,0.0,계속사업자,1.0,,293015651030.0,False,0.5714339258378283,6111.151209568854,,False,649,False,False,897,경동인베스트,12320,B,C,B+,B,2025,,,,,3,2,4,3,0,26.40349186102151,금융보험,3.0,1.0,0.3333333333333333
154055,태원물산,1420,0,정상,0.0,계속사업자,1.0,,41677196315.0,False,8.983046886607731,3631.4832315436033,,False,303,False,False,208,태원물산,1420,D,D,D,D,2025,,,,,1,1,1,1,0,24.453219965214416,제조업,6.0,2.0,0.3333333333333333
144164,SK가스,18670,0,정상,0.0,계속사업자,1.0,,2590712566663.0,False,117.62619274731765,121.45023169030377,,False,46713,True,False,940,SK가스,18670,A+,A+,A+,A,2025,,,,,6,6,6,5,0,28.58295407606451,도소매,7.0,4.0,0.5714285714285714
159564,한국주강,25890,0,정상,0.0,계속사업자,1.0,,33280936944.0,False,15.101367072257506,222.8174253656712,,False,292,False,False,125,한국주강,25890,D,D,D,D,2025,,,,,1,1,1,1,0,24.228250605868507,제조업,4.0,1.0,0.25
112165,디아이씨,92200,1,부채비율≥200%;유동비율<100%;,25.0,계속사업자,1.0,,79670251024.0,False,464.67723229022766,52.73140229578067,,False,303,False,False,736,디아이씨,92200,D,C,C,D,2025,,,,,1,2,2,1,1,25.10116209113076,제조업,3.0,2.0,0.6666666666666666
1478712,대덕전자,353200,0,정상,0.0,계속사업자,1.0,,897249586601.0,False,30.95720961914684,232.7182442292756,,False,2622,False,False,820,대덕전자,353200,B+,B+,A+,B,2025,,,,,4,4,6,3,0,27.52259990623398,제조업,3.0,1.0,0.3333333333333333
143314,에이엔피,15260,1,부채비율≥200%;,25.0,계속사업자,1.0,,30206354504.0,False,244.3771245392254,100.5227998139684,,False,2622,False,False,458,에이엔피,15260,D,C,D,D,2025,,,,,1,2,1,1,1,24.131318153233043,제조업,4.0,1.0,0.25
138701,아세아,2030,0,정상,0.0,계속사업자,1.0,,406913156000.0,False,6.470021578756721,559.5748521202447,,False,715,True,False,505,아세아,2030,B+,B+,A,B+,2025,,,,,4,4,5,4,0,26.73186562369975,전문과학기술,6.0,2.0,0.3333333333333333
105299,금강공업,14280,1,유동비율<100%;,25.0,계속사업자,1.0,,278528501685.0,False,124.18689323622208,98.06432008332642,,False,2413,False,False,870,금강공업,14280,C,C,D,B,2025,,,,,2,2,1,3,1,26.35278623105942,제조업,6.0,3.0,0.5
623661,원익머트리얼즈,104830,0,정상,0.0,계속사업자,1.0,,513898983965.0,False,16.051828871998342,261.7976741975437,,False,20121,False,False,399,원익머트리얼즈,104830,B+,B+,A,B+,2025,,,,,4,4,5,4,0,26.9652925538362,제조업,4.0,1.0,0.25
159102,DB손해보험,5830,1,부채비율≥200%;,25.0,계속사업자,1.0,,9854901000000.0,False,502.8353608016966,,,False,65121,False,False,1071,DB손해보험,5830,B+,A,A,B+,2025,,,,,4,5,5,4,1,29.918990010820675,금융보험,9.0,5.0,0.5555555555555556
122898,벽산,7210,0,정상,0.0,계속사업자,1.0,,259539734572.0,False,87.73957491192067,108.79957319649192,,False,23999,False,False,664,벽산,7210,C,B+,B+,D,2025,,,,,2,4,4,1,0,26.282175647568682,제조업,4.0,3.0,0.75
808022,메지온,140410,1,부채비율≥200%;유동비율<100%;,25.0,계속사업자,1.0,,15989141688.0,False,408.49516337089824,69.32818492383484,,False,70113,False,False,698,메지온,140410,D,D,D,D,2025,,,,,1,1,1,1,1,23.495175684302776,전문과학기술,7.0,3.0,0.4285714285714285
939331,한국콜마,161890,1,유동비율<100%;,25.0,계속사업자,1.0,,852945910220.0,False,79.2613713246629,69.8440792642917,,False,20423,False,False,120,한국콜마,161890,A,A,A+,B+,2025,,,,,5,5,6,4,1,27.471961971196563,제조업,7.0,4.0,0.5714285714285714
231372,롯데관광개발,32350,1,부채비율≥200%;유동비율<100%;,25.0,계속사업자,1.0,,16234293361.0,False,11641.6326277141,56.47680959783072,,False,75210,True,False,726,롯데관광개발,32350,D,D,C,D,2025,,,,,1,1,2,1,1,23.5103917158995,전문과학기술,6.0,2.0,0.3333333333333333
129271,삼화전기,9470,0,정상,0.0,계속사업자,1.0,,84117929218.0,False,59.56180265821246,139.394495678656,,False,26291,False,False,601,삼화전기,9470,D,C,C,D,2025,,,,,1,2,2,1,0,25.155485570478383,제조업,8.0,2.0,0.25
164812,현대코퍼레이션,11760,0,정상,0.0,계속사업자,1.0,,692221527229.0,False,142.73500709204856,110.16277715439831,,False,46800,True,False,34,현대코퍼레이션,11760,B,B,B+,B,2025,,,,,3,3,4,3,0,27.263171867388138,도소매,6.0,3.0,0.5
188089,한섬,20000,0,정상,0.0,계속사업자,1.0,,1405017971188.0,False,20.79935437674917,326.34719406968634,,False,14112,False,False,103,한섬,20000,A,A,A+,A,2025,,,,,5,5,6,5,0,27.971071209513592,제조업,7.0,3.0,0.4285714285714285
106368,금호석유화학,11780,0,정상,0.0,계속사업자,1.0,,3386702097462.0,False,36.42028120428268,187.98264744981824,,False,201,False,False,866,금호석유화학,11780,B,A,A+,C,2025,,,,,3,5,6,2,0,28.850877731205067,제조업,10.0,7.0,0.7
